scaffold	query	start	end	query_start	query_end	strand	color	length_column	target_len	query_len	dist_upstream	dist_downstream	dist_end_start	dist_end_end	embedded
chr8	chr8'	65947443	100433366	65878236	100322236	+	#00FF7F	137878594	34485923	34444000	101799	295502	101799	34587722	False
chr8	chr8'	100728868	100894543	100565461	100727849	+	#00FF7F	137878594	165675	162388	295502	-23812	295502	461177	False
chr8	chr8'	100870731	116843451	100733208	116688553	+	#00FF7F	137878594	15972720	15955345	-23812	95643	-23812	15948908	False
chr8	chr8'	116939094	138178244	116691886	137878594	+	#00FF7F	137878594	21239150	21186708	95643		95643	21334793	False
chr9	chr9'	0	12404727	7541	12396953	+	#FFFF00	138955261	12404727	12389412		55311			
chr9	chr9'	12460038	40782851	12517219	40720378	+	#FFFF00	138955261	28322813	28203159	55311	3886	55311	28378124	False
chr9	chr9'	40786737	42250327	40783580	42242678	+	#FFFF00	138955261	1463590	1459098	3886	67184	3886	1467476	False
chr9	chr9'	42317511	42556603	42242678	42525944	-	#FFFF00	138955261	239092	283266	67184	87107	67184	306276	False
chr9	chr9'	42643710	49258749	42721861	49348099	+	#FFFF00	138955261	6615039	6626238	87107	188430	87107	6702146	False
chr9	chr9'	49447179	49620181	49457723	49620024	+	#FFFF00	138955261	173002	162301	188430	48712	188430	361432	False
chr9	chr9'	49668893	49941899	49675454	49946769	-	#FFFF00	138955261	273006	271315	48712	8207	48712	321718	False
chr9	chr9'	49950106	50150321	50039100	50243608	+	#FFFF00	138955261	200215	204508	8207	103410	8207	208422	False
chr9	chr9'	50253731	56126670	50308614	56149020	+	#FFFF00	138955261	5872939	5840406	103410	30018	103410	5976349	False
chr9	chr9'	56156688	67293552	56206246	67417376	+	#FFFF00	138955261	11136864	11211130	30018	90363	30018	11166882	False
chr9	chr9'	67383915	67496343	67443720	67548633	+	#FFFF00	138955261	112428	104913	90363	-26524	90363	202791	False
chr9	chr9'	67469819	76156321	67602368	76273305	+	#FFFF00	138955261	8686502	8670937	-26524	124616	-26524	8659978	False
chr9	chr9'	76280937	76403703	76331231	76434351	+	#FFFF00	138955261	122766	103120	124616	53017	124616	247382	False
chr9	chr9'	76456720	76507619	76447519	76507447	+	#FFFF00	138955261	50899	59928	53017	59292	53017	103916	False
chr9	chr9'	76566911	85260128	76515158	85148265	+	#FFFF00	138955261	8693217	8633107	59292	60322	59292	8752509	False
chr9	chr9'	85320450	85529768	85148265	85352685	+	#FFFF00	138955261	209318	204420	60322	17095	60322	269640	False
chr9	chr9'	85546863	85842611	85456796	85705544	+	#FFFF00	138955261	295748	248748	17095	56453	17095	312843	False
chr9	chr9'	85899064	85951158	85693226	85782646	-	#FFFF00	138955261	52094	89420	56453	10024	56453	108547	False
chr9	chr9'	85961182	87041534	85924931	86950287	+	#FFFF00	138955261	1080352	1025356	10024	47273	10024	1090376	False
chr9	chr9'	87088807	136032006	87010349	135793882	+	#FFFF00	138955261	48943199	48783533	47273	55080	47273	48990472	False
chr9	chr9'	136087086	137060462	135804985	136756001	+	#FFFF00	138955261	973376	951016	55080	120337	55080	1028456	False
chr9	chr9'	137180799	139302765	136756001	138859831	+	#FFFF00	138955261	2121966	2103830	120337		120337	2242303	False
chrX	chrX'	0	2185665	6825	2114676	+	#00FF00	124421298	2185665	2107851		0			
chrX	chrX'	2185665	4735963	2268193	4794195	+	#00FF00	124421298	2550298	2526002	0	49	0	2550298	False
chrX	chrX'	4736012	4881105	4794195	4959000	-	#00FF00	124421298	145093	164805	49	-36477	49	145142	False
chrX	chrX'	4844628	8199040	4958485	8349989	+	#00FF00	124421298	3354412	3391504	-36477	77178	-36477	3317935	False
chrX	chrX'	8276218	15867893	8386855	15974059	+	#00FF00	124421298	7591675	7587204	77178	130235	77178	7668853	False
chrX	chrX'	15998128	21891916	16159472	22138028	+	#00FF00	124421298	5893788	5978556	130235	90011	130235	6024023	False
chrX	chrX'	21981927	22128936	22158146	22288705	-	#00FF00	124421298	147009	130559	90011	18554	90011	237020	False
chrX	chrX'	22147490	22758015	22368636	22943648	+	#00FF00	124421298	610525	575012	18554	10015	18554	629079	False
chrX	chrX'	22768030	24265384	23010682	24491675	+	#00FF00	124421298	1497354	1480993	10015	50284	10015	1507369	False
chrX	chrX'	24315668	27670487	24546610	27899705	+	#00FF00	124421298	3354819	3353095	50284	56160	50284	3405103	False
chrX	chrX'	27726647	29640564	27949623	29871017	+	#00FF00	124421298	1913917	1921394	56160	72331	56160	1970077	False
chrX	chrX'	29712895	32976605	29941099	33173297	+	#00FF00	124421298	3263710	3232198	72331	100604	72331	3336041	False
chrX	chrX'	33077209	33133133	33192206	33248035	+	#00FF00	124421298	55924	55829	100604	55091	100604	156528	False
chrX	chrX'	33188224	41314487	33248417	41377432	+	#00FF00	124421298	8126263	8129015	55091	-7810	55091	8181354	False
chrX	chrX'	41306677	41571470	41377432	41646003	-	#00FF00	124421298	264793	268571	-7810	-112	-7810	256983	False
chrX	chrX'	41571358	44600200	41638484	44696231	+	#00FF00	124421298	3028842	3057747	-112	5552	-112	3028730	False
chrX	chrX'	44605752	44703333	44826970	44887677	-	#00FF00	124421298	97581	60707	5552	16	5552	103133	False
chrX	chrX'	44703349	44773602	44696519	44763190	-	#00FF00	124421298	70253	66671	16	165875	16	70269	False
chrX	chrX'	44939477	47749388	45050348	47829261	+	#00FF00	124421298	2809911	2778913	165875	7300	165875	2975786	False
chrX	chrX'	47756688	47807474	47829261	47881748	-	#00FF00	124421298	50786	52487	7300	3	7300	58086	False
chrX	chrX'	47807477	48433369	47922463	48565617	+	#00FF00	124421298	625892	643154	3	44301	3	625895	False
chrX	chrX'	48477670	50192534	48615922	50389431	+	#00FF00	124421298	1714864	1773509	44301	3494	44301	1759165	False
chrX	chrX'	50196028	52320682	50455428	52558190	+	#00FF00	124421298	2124654	2102762	3494	114253	3494	2128148	False
chrX	chrX'	52434935	54294432	52555016	54418133	+	#00FF00	124421298	1859497	1863117	114253	950	114253	1973750	False
chrX	chrX'	54295382	54375072	54418133	54488225	-	#00FF00	124421298	79690	70092	950	45205	950	80640	False
chrX	chrX'	54420277	58437936	54488225	58515126	+	#00FF00	124421298	4017659	4026901	45205	0	45205	4062864	False
chrX	chrX'	58437936	66009464	58631982	66352842	+	#00FF00	124421298	7571528	7720860	0	13841	0	7571528	False
chrX	chrX'	66023305	66160010	66392890	66533077	-	#00FF00	124421298	136705	140187	13841	37489	13841	150546	False
chrX	chrX'	66197499	71154933	66533077	71513625	+	#00FF00	124421298	4957434	4980548	37489	505	37489	4994923	False
chrX	chrX'	71155438	73763730	71584114	74127097	+	#00FF00	124421298	2608292	2542983	505	26528	505	2608797	False
chrX	chrX'	73790258	74273790	74186357	74758427	+	#00FF00	124421298	483532	572070	26528	559	26528	510060	False
chrX	chrX'	74274349	74878132	74811709	75474349	+	#00FF00	124421298	603783	662640	559	463	559	604342	False
chrX	chrX'	74878595	74945254	75545551	75613657	+	#00FF00	124421298	66659	68106	463	102145	463	67122	False
chrX	chrX'	75047399	75181348	75752276	75891794	-	#00FF00	124421298	133949	139518	102145	111112	102145	236094	False
chrX	chrX'	75292460	75368792	76100386	76180532	+	#00FF00	124421298	76332	80146	111112	126	111112	187444	False
chrX	chrX'	75368918	75427451	76031649	76100386	-	#00FF00	124421298	58533	68737	126	77415	126	58659	False
chrX	chrX'	75504866	77017146	76220330	77744058	+	#00FF00	124421298	1512280	1523728	77415	114068	77415	1589695	False
chrX	chrX'	77131214	77509684	77880471	78253395	+	#00FF00	124421298	378470	372924	114068	80084	114068	492538	False
chrX	chrX'	77589768	79253986	78275303	79935222	+	#00FF00	124421298	1664218	1659919	80084	4439	80084	1744302	False
chrX	chrX'	79258425	79413997	80004142	80167383	+	#00FF00	124421298	155572	163241	4439	7508	4439	160011	False
chrX	chrX'	79421505	79487837	80168153	80226103	-	#00FF00	124421298	66332	57950	7508	59772	7508	73840	False
chrX	chrX'	79547609	83624885	80276021	84388936	+	#00FF00	124421298	4077276	4112915	59772	0	59772	4137048	False
chrX	chrX'	83624885	101425103	84555576	102270845	+	#00FF00	124421298	17800218	17715269	0	80957	0	17800218	False
chrX	chrX'	101506060	111768114	102270845	112604455	+	#00FF00	124421298	10262054	10333610	80957	-88956	80957	10343011	False
chrX	chrX'	111679158	123546035	112604455	124421298	+	#00FF00	124421298	11866877	11816843	-88956		-88956	11777921	False
