strand	qName	qStart	qEnd	tName	tStart	tEnd	tHitLen	qHitLen	synteny_block_id	type	connector_color	connector_zorder
+	chr4	90874257	95872078	chr4'	89513078	94468594	4955516	4997821	SB_395	normal	default	0
+	chr4	95957538	97675031	chr4'	94468595	96135201	1666606	1717493	SB_396	normal	default	0
+	chr4	97763797	100014130	chr4'	96135204	98382237	2247033	2250333	SB_397	normal	default	0
+	chr4	100207659	116013010	chr4'	98382237	114512078	16129841	15805351	SB_398	normal	default	0
+	chr4	116018136	120672221	chr4'	114592465	119323008	4730543	4654085	SB_399	normal	default	0
-	chr4	116065372	116142051	chr6'	145418914	145508461	89547	76679	SB_400	translocation	default	0
+	chr4	120777405	134751124	chr4'	119323033	133336729	14013696	13973719	SB_401	normal	default	0
+	chr4	134802560	154144724	chr4'	133337809	152351890	19014081	19342164	SB_402	normal	default	0
+	chr4	154224648	157479586	chr4'	152400984	155623367	3222383	3254938	SB_403	normal	default	0
+	chr4	157537639	162026927	chr4'	155623367	160069571	4446204	4489288	SB_404	normal	default	0
+	chr4	162084797	175849715	chr4'	160070531	173443224	13372693	13764918	SB_405	normal	default	0
+	chr4	175998403	178745089	chr4'	173443224	176065275	2622051	2746686	SB_406	normal	default	0
+	chr4	178839578	178894306	chr4'	176065275	176118061	52786	54728	SB_407	normal	default	0
+	chr4	178957097	179650835	chr4'	176118061	176771184	653123	693738	SB_408	normal	default	0
+	chr4	179734179	179812780	chr4'	176771718	176871481	99763	78601	SB_409	normal	default	0
+	chr4	179751324	182323199	chr4'	176872001	179341863	2469862	2571875	SB_410	normal	default	0
+	chr4	182395147	183056409	chr4'	179379448	180009883	630435	661262	SB_411	normal	default	0
+	chr4	183146928	183566160	chr4'	180009883	180428107	418224	419232	SB_412	normal	default	0
+	chr4	183731424	187208086	chr4'	180462184	183720930	3258746	3476662	SB_413	normal	default	0
-	chr4	187274971	187359858	chr4'	183721417	183785678	64261	84887	SB_414	inversion	default	0
+	chr4	187422074	188986213	chr4'	183786064	185218629	1432565	1564139	SB_415	normal	default	0
+	chr4	189066538	189144573	chr4'	185218975	185297204	78229	78035	SB_416	normal	default	0
+	chr4	189199037	189791334	chr4'	185297745	185794364	496619	592297	SB_417	normal	default	0
-	chr4	189853284	189928517	chr4'	185816692	185891673	74981	75233	SB_418	inversion	default	0
+	chr4	189983946	190983150	chr4'	185891722	186753721	861999	999204	SB_419	normal	default	0
+	chr5	27678	267647	chr5	7695	218642	210947	239969	SB_420	normal	default	0
+	chr5	383297	656843	chr5	233072	441853	208781	273546	SB_421	normal	default	0
+	chr5	967209	1155822	chr5	585126	755679	170553	188613	SB_422	normal	default	0
+	chr5	1255905	1573458	chr5	840350	1151288	310938	317553	SB_423	normal	default	0
+	chr5	1745038	2168462	chr5	1306067	1737400	431333	423424	SB_425	normal	default	0
-	chr5	2411356	2636154	chr5	2029256	2189883	160627	224798	SB_426	inversion	default	0
-	chr5	2710712	2768177	chr5	1953735	2014101	60366	57465	SB_428	inversion	default	0
+	chr5	3029064	3090351	chr5	2404693	2474695	70002	61287	SB_429	normal	default	0
+	chr5	3267716	3610963	chr5	2619357	2972381	353024	343247	SB_430	normal	default	0
-	chr5	3659492	4126343	chr5	2972400	3529338	556938	466851	SB_431	inversion	default	0
+	chr5	4126345	4528574	chr5	3498979	3902245	403266	402229	SB_432	normal	default	0
+	chr5	4647616	5162552	chr5	3964456	4492243	527787	514936	SB_433	normal	default	0
-	chr5	5215126	5308489	chr5	4501820	4588266	86446	93363	SB_434	inversion	default	0
+	chr5	5379113	5448206	chr5	4598057	4659391	61334	69093	SB_435	normal	default	0
+	chr5	5516969	5757810	chr5	4847289	5056178	208889	240841	SB_436	normal	default	0
-	chr5	5797439	5910401	chr5	5035798	5137156	101358	112962	SB_437	inversion	default	0
+	chr5	5925415	5994340	chr5	5137156	5198841	61685	68925	SB_438	normal	default	0
+	chr5	6050554	6234093	chr5	5211678	5352646	140968	183539	SB_439	normal	default	0
+	chr5	6321986	6433919	chr5	5406006	5528309	122303	111933	SB_440	normal	default	0
+	chr5	6528900	7639627	chr5	5556041	6636131	1080090	1110727	SB_441	normal	default	0
+	chr5	7691997	18558926	chr5	6695572	17557751	10862179	10866929	SB_442	normal	default	0
+	chr5	18632353	21411505	chr5	17557751	20345079	2787328	2779152	SB_443	normal	default	0
+	chr5	21493331	22331954	chr5	20345095	21161539	816444	838623	SB_444	normal	default	0
+	chr5	22392468	34483547	chr5	21161595	33267343	12105748	12091079	SB_445	normal	default	0
+	chr5	34669261	38560890	chr5	33267343	37216920	3949577	3891629	SB_446	normal	default	0
+	chr5	38632036	46261211	chr5	37216920	44962172	7745252	7629175	SB_447	normal	default	0
+	chr5	46261211	63081902	chr5	45123673	61977685	16854012	16820691	SB_449	normal	default	0
+	chr5	63184881	63704937	chr5	61977685	62489700	512015	520056	SB_450	normal	default	0
+	chr5	63851845	73700985	chr5	62492394	72415930	9923536	9849140	SB_451	normal	default	0
-	chr5	73702240	73757782	chr5	72415933	72470130	54197	55542	SB_452	inversion	default	0
+	chr5	73768427	76732995	chr5	72470132	75408400	2938268	2964568	SB_453	normal	default	0
+	chr5	76833409	76886620	chr5	75429832	75483652	53820	53211	SB_454	normal	default	0
+	chr5	76886672	77059328	chr5	75552446	75720330	167884	172656	SB_455	normal	default	0
+	chr5	77137351	78872685	chr5	75719026	77360787	1641761	1735334	SB_456	normal	default	0
+	chr5	78925549	102157204	chr5	77360787	100556697	23195910	23231655	SB_457	normal	default	0
-	chr5	89485187	89544742	chr6'	82224990	82291260	66270	59555	SB_458	translocation	default	0
-	chr5	89487710	89553277	chr7	66515298	66591605	76307	65567	SB_459	translocation	default	0
+	chr5	89501726	89557755	chr7	86666446	86732116	65670	56029	SB_460	inversion	default	0
-	chr5	89583374	89645006	chr6'	52558832	52632968	74136	61632	SB_461	translocation	default	0
+	chr5	102224345	115532205	chr5	100556697	113805387	13248690	13307860	SB_462	normal	default	0
+	chr5	115584441	149851155	chr5	113805387	147992380	34186993	34266714	SB_463	normal	default	0
+	chr5	149927624	152016325	chr5	148033180	150060372	2027192	2088701	SB_464	normal	default	0
+	chr5	152068712	153558101	chr5	150060374	151441971	1381597	1489389	SB_465	normal	default	0
-	chr5	153771017	153841725	chr5	151475480	151555034	79554	70708	SB_466	inversion	default	0
+	chr5	153907378	154096806	chr5	151599908	151732174	132266	189428	SB_467	normal	default	0
-	chr5	154167605	154365279	chr5	151732174	151921242	189068	197674	SB_468	inversion	default	0
+	chr6	28655	203579	chr6'	1795	141611	139816	174924	SB_469	normal	default	0
+	chr6	256441	1718623	chr6'	144590	1469239	1324649	1462182	SB_470	normal	default	0
+	chr6	1810139	6287343	chr6'	1469469	5811789	4342320	4477204	SB_471	normal	default	0
+	chr6	6368764	19809326	chr6'	5811789	19218430	13406641	13440562	SB_472	normal	default	0
+	chr6	19864445	49023086	chr6'	19218949	48549979	29331030	29158641	SB_475	normal	default	0
+	chr6	49084883	56975216	chr6'	48549979	56517906	7967927	7890333	SB_476	normal	default	0
+	chr6	53023560	53102115	chr4'	114564247	114654168	89921	78555	SB_477	translocation	default	0
-	chr6	53029127	53103086	chr7	86760816	86827531	66715	73959	SB_478	translocation	default	0
+	chr6	57038660	62420706	chr6'	56517906	61942096	5424190	5382046	SB_479	normal	default	0
+	chr6	62571581	66297500	chr6'	61942096	65664731	3722635	3725919	SB_480	normal	default	0
+	chr6	66437647	82526238	chr6'	65664731	81884403	16219672	16088591	SB_481	normal	default	0
-	chr6	76132572	76231940	chr5	1745974	1826574	80600	99368	SB_482	translocation	default	0
+	chr6	82586254	85963946	chr6'	81947126	85338611	3391485	3377692	SB_483	normal	default	0
+	chr6	86078447	88328087	chr6'	85338611	87490990	2152379	2249640	SB_485	normal	default	0
+	chr6	88378595	89424621	chr6'	87490991	88519005	1028014	1046026	SB_486	normal	default	0
-	chr6	89471300	89532769	chr6'	88519005	88577827	58822	61469	SB_487	inversion	default	0
+	chr6	89532777	89882746	chr6'	88610424	88964358	353934	349969	SB_488	normal	default	0
+	chr6	89956244	111482517	chr6'	88964358	110818090	21853732	21526273	SB_489	normal	default	0
+	chr6	111802170	112639445	chr6'	110818095	111647839	829744	837275	SB_490	normal	default	0
+	chr6	112766707	118578574	chr6'	111647848	117444848	5797000	5811867	SB_491	normal	default	0
+	chr6	118568955	118641849	chr6'	117529608	117609094	79486	72894	SB_492	normal	default	0
+	chr6	118637280	118863508	chr6'	117668340	117917572	249232	226228	SB_493	normal	default	0
+	chr6	119015858	119427870	chr6'	117946574	118338110	391536	412012	SB_494	normal	default	0
+	chr6	119684451	120359403	chr6'	118514259	119133451	619192	674952	SB_495	normal	default	0
+	chr6	120355060	120419568	chr6'	119207996	119287316	79320	64508	SB_496	normal	default	0
+	chr6	120464727	123513199	chr6'	119234735	122227802	2993067	3048472	SB_497	normal	default	0
+	chr6	123582775	128150111	chr6'	122228535	126711766	4483231	4567336	SB_498	normal	default	0
+	chr6	128228195	144872756	chr6'	126711766	143275516	16563750	16644561	SB_499	normal	default	0
+	chr6	144923032	146799190	chr6'	143276020	145033482	1757462	1876158	SB_500	normal	default	0
+	chr6	146956774	147319800	chr6'	145069819	145362449	292630	363026	SB_501	normal	default	0
+	chr6	147379926	147448050	chr6'	145384789	145453562	68773	68124	SB_502	normal	default	0
+	chr6	147546322	147789116	chr6'	145569964	145785969	216005	242794	SB_503	normal	default	0
+	chr7	251814	343405	chr9'	131351	205897	74546	91591	SB_504	normal	default	0
+	chr7	425097	584073	chr9'	509981	655412	145431	158976	SB_505	normal	default	0
+	chr7	510458	699450	chr9'	376224	621216	244992	188992	SB_511	normal	default	0
+	chr7	584814	738214	chr9'	850294	1139289	288995	153400	SB_514	normal	default	0
+	chr7	662586	775780	chr9'	203101	302701	99600	113194	SB_515	normal	default	0
+	chr7	772544	857698	chr9'	664358	744114	79756	85154	SB_523	normal	default	0
+	chr7	1060883	5088689	chr9'	1536392	5279291	3742899	4027806	SB_524	normal	default	0
+	chr7	5175706	12901075	chr9'	5299306	12702145	7402839	7725369	SB_525	normal	default	0
+	chr7	12974089	13920834	chr9'	12751339	13695391	944052	946745	SB_526	normal	default	0
+	chr7	14008720	36916766	chr9'	13695412	36405534	22710122	22908046	SB_527	normal	default	0
+	chr7	36973750	47981815	chr9'	36405534	47303763	10898229	11008065	SB_528	normal	default	0
+	chr7	48034831	59711185	chr9'	47303763	59221605	11917842	11676354	SB_529	normal	default	0
+	chr7	59785029	67001205	chr9'	59224986	66503426	7278440	7216176	SB_530	normal	default	0
+	chr7	67215023	69169422	chr9'	66503426	68495000	1991574	1954399	SB_531	normal	default	0
-	chr7	69170523	69250629	chr9'	68495000	68582695	87695	80106	SB_532	inversion	default	0
+	chr7	69331309	71047384	chr9'	68582695	70335559	1752864	1716075	SB_533	normal	default	0
+	chr7	71121549	73708417	chr9'	70335559	72942635	2607076	2586868	SB_534	normal	default	0
+	chr7	73764730	75999433	chr9'	72974151	75232946	2258795	2234703	SB_535	normal	default	0
+	chr7	76087063	76203100	chr9'	75232947	75341302	108355	116037	SB_537	normal	default	0
+	chr7	76277195	82227420	chr9'	75341302	81328905	5987603	5950225	SB_538	normal	default	0
+	chr7	82290977	88497344	chr9'	81328909	87401513	6072604	6206367	SB_539	normal	default	0
+	chr7	88601368	93043326	chr9'	87401513	91924588	4523075	4441958	SB_540	normal	default	0
+	chr7	93107250	94159634	chr9'	91920961	93075048	1154087	1052384	SB_541	normal	default	0
+	chr7	94210109	94750390	chr9'	93094019	93662184	568165	540281	SB_543	normal	default	0
+	chr7	94803412	94922234	chr9'	93670282	93782358	112076	118822	SB_544	normal	default	0
+	chr7	95102353	95685896	chr9'	93936495	94553536	617041	583543	SB_545	normal	default	0
+	chr7	95685896	110443564	chr9'	94645923	109456780	14810857	14757668	SB_546	normal	default	0
+	chr7	110578786	110848710	chr9'	109456781	109708477	251696	269924	SB_548	normal	default	0
+	chr7	110929590	117211945	chr9'	109708477	115902511	6194034	6282355	SB_549	normal	default	0
+	chr7	117232409	121084656	chr19'	4390	3878848	3874458	3852247	SB_551	translocation	blue	50
-	chr7	121085431	121209340	chr19'	3892810	4036176	143366	123909	SB_552	inversion	default	0
+	chr7	121209457	137259008	chr19'	4036664	19812053	15775389	16049551	SB_553	translocation	blue	50
+	chr7	137322501	143699153	chr19'	19812575	25982021	6169446	6376652	SB_554	translocation	blue	50
+	chr7	143754482	144064294	chr19'	25982021	26248020	265999	309812	SB_555	translocation	default	0
+	chr8	48304	102635	chr8	0	60114	60114	54331	SB_600	normal	default	0
+	chr8	114933	843520	chr8	112633	688163	575530	728587	SB_601	normal	default	0
+	chr8	1020095	1847993	chr8	728999	1442996	713997	827898	SB_602	normal	default	0
+	chr8	1914194	3557901	chr8	1443003	2924625	1481622	1643707	SB_603	normal	default	0
+	chr8	3614082	3756352	chr8	2924625	3072803	148178	142270	SB_604	normal	default	0
+	chr8	3812051	12317991	chr8	3073316	11158615	8085299	8505940	SB_605	normal	default	0
-	chr8	12533932	12764285	chr8	11159153	11380901	221748	230353	SB_606	inversion	default	0
+	chr8	12924516	18878610	chr8	11452448	17293845	5841397	5954094	SB_607	normal	default	0
+	chr8	18938313	21505644	chr8	17293845	19847675	2553830	2567331	SB_608	normal	default	0
+	chr8	21586419	27966735	chr8	19847684	26211244	6363560	6380316	SB_609	normal	default	0
+	chr8	28020757	30514519	chr8	26259326	28716651	2457325	2493762	SB_610	normal	default	0
+	chr8	30575384	33371839	chr8	28716651	31509979	2793328	2796455	SB_611	normal	default	0
+	chr8	33432784	43517523	chr8	31509979	41610918	10100939	10084739	SB_612	normal	default	0
+	chr8	43581164	47965972	chr8	41610918	46020171	4409253	4384808	SB_613	normal	default	0
-	chr8	47965977	48027951	chr8	46020171	46088217	68046	61974	SB_616	inversion	default	0
+	chr8	48028026	48821697	chr8	46088297	46876449	788152	793671	SB_617	normal	default	0
+	chr8	48947962	49034137	chr8	46912031	46974190	62159	86175	SB_618	normal	default	0
-	chr8	49028098	49109864	chr3'	145557937	145623347	65410	81766	SB_619	translocation	default	0
-	chr8	49052994	49139323	chr8	47928563	48009779	81216	86329	SB_620	inversion	default	0
+	chr8	49103342	49155843	chr8	46979586	47082410	102824	52501	SB_621	normal	default	0
+	chr8	49310593	50012477	chr8	47118034	47870665	752631	701884	SB_622	normal	default	0
+	chr8	50062249	58599779	chr8	48481267	56988762	8507495	8537530	SB_623	normal	default	0
+	chr8	58670444	61939726	chr8	56988762	60188415	3199653	3269282	SB_624	normal	default	0
+	chr8	62017498	65806758	chr8	60188415	63876655	3688240	3789260	SB_625	normal	default	0
+	chr8	65947443	84130931	chr8	64053817	82469053	18415236	18183488	SB_626	normal	default	0
+	chr8	84200010	86636800	chr8	82469053	84868313	2399260	2436790	SB_627	normal	default	0
+	chr8	86723763	87895529	chr8	84868313	86040816	1172503	1171766	SB_628	normal	default	0
+	chr8	87973348	100450741	chr8	86041101	98383843	12342742	12477393	SB_629	normal	default	0
+	chr8	100651558	116838903	chr8	98529905	114842089	16312184	16187345	SB_631	normal	default	0
+	chr8	116939090	126755262	chr8	114862580	124559317	9696737	9816172	SB_635	normal	default	0
+	chr8	126815348	128280071	chr8	124559317	125997515	1438198	1464723	SB_636	normal	default	0
+	chr8	128356663	132173662	chr8	125997515	129722095	3724580	3816999	SB_637	normal	default	0
+	chr8	132231044	136624274	chr8	129722605	134092438	4369833	4393230	SB_638	normal	default	0
+	chr8	136683111	138176428	chr8	134092730	135435256	1342526	1493317	SB_639	normal	default	0
+	chr9	0	10601304	chr7	67436	10463503	10396067	10601304	SB_556	normal	default	0
+	chr9	10628422	12406311	chr7	10556594	12349948	1793354	1777889	SB_557	normal	default	0
-	chr9	12407737	12458859	chr11	1316601	1375222	58621	51122	SB_558	translocation	default	0
+	chr9	12471232	25689980	chr7	12393371	25677074	13283703	13218748	SB_559	normal	default	0
+	chr9	25769958	26153195	chr7	25677115	26087949	410834	383237	SB_561	normal	default	0
+	chr9	26276705	33306800	chr7	26114363	33139569	7025206	7030095	SB_562	normal	default	0
+	chr9	33375165	42247345	chr7	33139573	42051643	8912070	8872180	SB_563	normal	default	0
+	chr9	42322426	42533054	chr7	42266521	42454276	187755	210628	SB_564	normal	default	0
+	chr9	42356530	42439763	chr14	88494635	88563159	68524	83233	SB_565	translocation	default	0
+	chr9	42644253	49281175	chr7	42454290	49134021	6679731	6636922	SB_566	normal	default	0
+	chr9	49426760	49491484	chr7	49154472	49270079	115607	64724	SB_567	normal	default	0
+	chr9	49448312	49570274	chr7	49283885	49406551	122666	121962	SB_568	normal	default	0
+	chr9	49976880	50448409	chr7	49566196	50035501	469305	471529	SB_569	normal	default	0
+	chr9	50432683	50889550	chr7	49959560	50413151	453591	456867	SB_570	normal	default	0
+	chr9	50976518	51359722	chr7	50413152	50787320	374168	383204	SB_571	normal	default	0
+	chr9	51428124	52440681	chr7	50787320	51795599	1008279	1012557	SB_572	normal	default	0
+	chr9	52523144	64389175	chr7	51795599	63683569	11887970	11866031	SB_573	normal	default	0
+	chr9	64488277	67293552	chr7	63683578	66621342	2937764	2805275	SB_574	normal	default	0
-	chr9	67101390	67182975	chr6'	145471991	145531967	59976	81585	SB_575	translocation	default	0
+	chr9	67186031	67248453	chr4'	114671961	114750196	78235	62422	SB_576	translocation	default	0
+	chr9	67384072	69088414	chr7	66714041	68446412	1732371	1704342	SB_577	normal	default	0
+	chr9	69185959	72763823	chr7	68446412	72055143	3608731	3577864	SB_578	normal	default	0
+	chr9	72838166	76427344	chr7	72055143	75687471	3632328	3589178	SB_579	normal	default	0
+	chr9	76428042	85216253	chr7	75660886	84371844	8710958	8788211	SB_582	normal	default	0
+	chr9	85320277	85568176	chr7	84372357	84679615	307258	247899	SB_583	normal	default	0
+	chr9	85624884	85839348	chr7	84667214	84915330	248116	214464	SB_585	normal	default	0
+	chr9	85990046	87028608	chr7	84915941	85990665	1074724	1038562	SB_586	normal	default	0
-	chr9	86968543	87053628	chr7	85993687	86054487	60800	85085	SB_587	inversion	default	0
+	chr9	87088953	88045573	chr7	86067419	87050458	983039	956620	SB_588	normal	default	0
-	chr9	87737522	87787786	chr11	75598158	75681823	83665	50264	SB_590	translocation	default	0
-	chr9	87750407	87819490	chr6'	52559052	52627257	68205	69083	SB_591	translocation	default	0
+	chr9	87751154	87831596	chr5	88125311	88182361	57050	80442	SB_592	translocation	default	0
+	chr9	88120412	96838833	chr7	87050459	95703273	8652814	8718421	SB_593	normal	default	0
+	chr9	96914420	122881489	chr7	95703273	121696177	25992904	25967069	SB_594	normal	default	0
+	chr9	122948387	130722932	chr7	121696181	129286989	7590808	7774545	SB_595	normal	default	0
+	chr9	130836175	132316323	chr7	129287002	130691861	1404859	1480148	SB_596	normal	default	0
-	chr9	132354730	132498641	chr7	130692389	130814438	122049	143911	SB_597	inversion	default	0
+	chr9	132534341	132840122	chr7	130814922	131118571	303649	305781	SB_598	normal	default	0
+	chr9	132903540	139582537	chr7	131119082	137435642	6316560	6678997	SB_599	normal	default	0
+	chrX	0	1103138	chrX	2999	1127643	1124644	1103138	SB_270	normal	default	0
-	chrX	1137427	1221669	chrX	1127643	1210750	83107	84242	SB_271	inversion	default	0
+	chrX	1255621	2137602	chrX	1216744	1983041	766297	881981	SB_272	normal	default	0
+	chrX	2215197	2369180	chrX	1992075	2140773	148698	153983	SB_273	normal	default	0
+	chrX	2440354	3111010	chrX	2144526	2816882	672356	670656	SB_274	normal	default	0
+	chrX	3186573	4735963	chrX	2879982	4412132	1532150	1549390	SB_275	normal	default	0
-	chrX	4736517	4881061	chrX	4412170	4536108	123938	144544	SB_276	inversion	default	0
+	chrX	4844628	8198510	chrX	4536072	7924580	3388508	3353882	SB_277	normal	default	0
+	chrX	8276218	15867893	chrX	7958354	15462924	7504570	7591675	SB_278	normal	default	0
+	chrX	15997047	21891916	chrX	15522700	21546305	6023605	5894869	SB_279	normal	default	0
-	chrX	21981927	22128936	chrX	21565324	21701092	135768	147009	SB_280	inversion	default	0
+	chrX	22187546	22318078	chrX	21745677	21874432	128755	130532	SB_281	normal	default	0
+	chrX	22370912	22758015	chrX	21893090	22221798	328708	387103	SB_282	normal	default	0
+	chrX	22768030	24264599	chrX	22315845	23785075	1469230	1496569	SB_283	normal	default	0
+	chrX	24335630	24889267	chrX	23845107	24370583	525476	553637	SB_284	normal	default	0
+	chrX	24941799	27670487	chrX	24409587	27190134	2780547	2728688	SB_285	normal	default	0
+	chrX	27726647	32976605	chrX	27240796	32501592	5260796	5249958	SB_286	normal	default	0
+	chrX	33188224	44125729	chrX	32572278	43507653	10935375	10937505	SB_287	normal	default	0
+	chrX	44186877	44311301	chrX	43515754	43630254	114500	124424	SB_288	normal	default	0
+	chrX	44327778	44819068	chrX	43691278	44167095	475817	491290	SB_289	normal	default	0
+	chrX	44939477	45671414	chrX	44283428	44980273	696845	731937	SB_290	normal	default	0
+	chrX	45724260	49595634	chrX	44980660	48915918	3935258	3871374	SB_291	normal	default	0
+	chrX	49646464	50192534	chrX	48925682	49512730	587048	546070	SB_292	normal	default	0
+	chrX	50196028	53093469	chrX	49591278	52545102	2953824	2897441	SB_293	normal	default	0
+	chrX	53093469	54294432	chrX	52636667	53871088	1234421	1200963	SB_294	normal	default	0
-	chrX	54295382	54375072	chrX	53871088	53959182	88094	79690	SB_295	inversion	default	0
+	chrX	54420277	57108570	chrX	53959182	56674698	2715516	2688293	SB_296	normal	default	0
+	chrX	57176978	58437936	chrX	56707466	58001937	1294471	1260958	SB_297	normal	default	0
+	chrX	58437936	60278866	chrX	58098170	59968510	1870340	1840930	SB_298	normal	default	0
-	chrX	60278866	60342744	chrX	59968702	60039518	70816	63878	SB_299	inversion	default	0
+	chrX	60342744	66022481	chrX	60039531	65910652	5871121	5679737	SB_300	normal	default	0
+	chrX	66052020	67116264	chrX	65963830	67004777	1040947	1064244	SB_301	normal	default	0
+	chrX	67195347	71154933	chrX	67064545	71003360	3938815	3959586	SB_302	normal	default	0
+	chrX	71156328	72178859	chrX	71062983	71990432	927449	1022531	SB_303	normal	default	0
+	chrX	72243283	74274276	chrX	72011052	74069590	2058538	2030993	SB_304	normal	default	0
+	chrX	74275836	74878595	chrX	74119637	74670921	551284	602759	SB_305	normal	default	0
+	chrX	74878595	74945254	chrX	74733249	74817944	84695	66659	SB_306	normal	default	0
+	chrX	75047399	75266474	chrX	74948713	75162534	213821	219075	SB_307	normal	default	0
-	chrX	75369618	75514561	chrX	75176577	75321853	145276	144943	SB_308	inversion	default	0
+	chrX	75532694	75703965	chrX	75349650	75513242	163592	171271	SB_309	normal	default	0
+	chrX	75788121	76809477	chrX	75525616	76531688	1006072	1021356	SB_310	normal	default	0
+	chrX	76862360	77230932	chrX	76570203	76922035	351832	368572	SB_311	normal	default	0
+	chrX	77308345	77438660	chrX	76922035	77079423	157388	130315	SB_312	normal	default	0
+	chrX	77545727	78512807	chrX	77065535	77967813	902278	967080	SB_313	normal	default	0
+	chrX	78603225	79253986	chrX	78030832	78688100	657268	650761	SB_314	normal	default	0
+	chrX	79307095	79413997	chrX	78819758	78922276	102518	106902	SB_315	normal	default	0
-	chrX	79415157	79513236	chrX	78958159	79051467	93308	98079	SB_316	inversion	default	0
+	chrX	79547609	80052915	chrX	79121017	79620519	499502	505306	SB_317	normal	default	0
+	chrX	80144512	83624885	chrX	79641040	83117146	3476106	3480373	SB_318	normal	default	0
+	chrX	83624885	101425654	chrX	83285628	100999068	17713440	17800769	SB_319	normal	default	0
+	chrX	101506126	117005980	chrX	100999137	116505679	15506542	15499854	SB_320	normal	default	0
+	chrX	117058215	123547600	chrX	116506274	122731335	6225061	6489385	SB_321	normal	default	0
