strand	qName	qStart	qEnd	tName	tStart	tEnd	tHitLen	qHitLen	synteny_block_id	type	connector_color	connector_zorder
-	HiC_scaffold_8	53204375	53413435	HiC_scaffold_8	86054903	86271176	216273	209060	SB_240	normal	default	0
+	HiC_scaffold_8	53422595	53482481	HiC_scaffold_8	85923694	85984000	60306	59886	SB_241	inversion	default	0
-	HiC_scaffold_8	53602576	62440103	HiC_scaffold_8	77032928	85887300	8854372	8837527	SB_242	normal	default	0
-	HiC_scaffold_8	62450046	62507742	HiC_scaffold_8	76925132	76979447	54315	57696	SB_243	normal	default	0
-	HiC_scaffold_8	62537777	62624030	HiC_scaffold_8	76702939	76830718	127779	86253	SB_244	normal	default	0
-	HiC_scaffold_8	62626857	71352893	HiC_scaffold_8	67842083	76620629	8778546	8726036	SB_245	normal	default	0
-	HiC_scaffold_8	71426750	71657385	HiC_scaffold_8	67634389	67852708	218319	230635	SB_246	normal	default	0
+	HiC_scaffold_8	71657385	71717920	HiC_scaffold_8	67567329	67634389	67060	60535	SB_247	inversion	default	0
-	HiC_scaffold_8	71718402	83012435	HiC_scaffold_8	56219983	67540960	11320977	11294033	SB_248	normal	default	0
-	HiC_scaffold_8	83073916	85705256	HiC_scaffold_8	53523835	56180004	2656169	2631340	SB_249	normal	default	0
-	HiC_scaffold_8	85757785	88643332	HiC_scaffold_8	50612625	53523835	2911210	2885547	SB_250	normal	default	0
-	HiC_scaffold_8	88711648	88983551	HiC_scaffold_8	50213730	50493498	279768	271903	SB_251	normal	default	0
+	HiC_scaffold_8	88984271	89279807	HiC_scaffold_8	49789647	50086303	296656	295536	SB_252	inversion	default	0
-	HiC_scaffold_8	89342899	89576459	HiC_scaffold_8	49476866	49722830	245964	233560	SB_253	normal	default	0
-	HiC_scaffold_8	89576459	96231932	HiC_scaffold_8	42697066	49377635	6680569	6655473	SB_254	normal	default	0
-	HiC_scaffold_8	96237892	96359043	HiC_scaffold_8	42484707	42599961	115254	121151	SB_255	normal	default	0
-	HiC_scaffold_8	96422418	96606199	HiC_scaffold_8	42295649	42484566	188917	183781	SB_256	normal	default	0
-	HiC_scaffold_8	96598998	96710037	HiC_scaffold_8	42599961	42689901	89940	111039	SB_257	normal	default	0
-	HiC_scaffold_8	96707505	98134626	HiC_scaffold_8	40769185	42232460	1463275	1427121	SB_258	normal	default	0
-	HiC_scaffold_8	98220487	138954607	HiC_scaffold_8	0	40768790	40768790	40734120	SB_259	normal	default	0
-	HiC_scaffold_9	0	37072178	HiC_scaffold_9	101154796	138359503	37204707	37072178	SB_260	normal	default	0
-	HiC_scaffold_9	37119721	37313133	HiC_scaffold_9	100870854	101050829	179975	193412	SB_261	normal	default	0
-	HiC_scaffold_9	37393145	37525993	HiC_scaffold_9	100638504	100771920	133416	132848	SB_262	normal	default	0
-	HiC_scaffold_9	37529454	85434796	HiC_scaffold_9	52456039	100541860	48085821	47905342	SB_263	normal	default	0
-	HiC_scaffold_9	85512074	87855395	HiC_scaffold_9	50091499	52456038	2364539	2343321	SB_264	normal	default	0
-	HiC_scaffold_9	87855395	88661693	HiC_scaffold_9	49222108	50026891	804783	806298	SB_265	normal	default	0
+	HiC_scaffold_9	88840817	89010579	HiC_scaffold_9	48973142	49126588	153446	169762	SB_266	inversion	default	0
-	HiC_scaffold_9	89016822	109895972	HiC_scaffold_9	28007282	48971992	20964710	20879150	SB_267	normal	default	0
-	HiC_scaffold_9	109973231	137878077	HiC_scaffold_9	60	27925672	27925612	27904846	SB_268	normal	default	0
