strand	qName	qStart	qEnd	tName	tStart	tEnd	tHitLen	qHitLen	synteny_block_id	type	connector_color	connector_zorder
+	chrX	44916469	45175868	chrX	44939477	45205779	266302	259399	SB_151	normal	default	0
+	chrX	45230878	47786945	chrX	45211676	47749388	2537712	2556067	SB_152	normal	default	0
+	chrX	47847910	50318993	chrX	47807477	50192534	2385057	2471083	SB_153	normal	default	0
+	chrX	50389085	52555272	chrX	50196028	52299647	2103619	2166187	SB_154	normal	default	0
+	chrX	52555272	53549870	chrX	52502209	53506015	1003806	994598	SB_155	normal	default	0
+	chrX	53549870	54298547	chrX	53562709	54294432	731723	748677	SB_156	normal	default	0
-	chrX	54298547	54371822	chrX	54295382	54375072	79690	73275	SB_157	inversion	default	0
+	chrX	54371822	55348798	chrX	54420277	55411978	991701	976976	SB_158	normal	default	0
+	chrX	55348798	58333979	chrX	55477581	58437936	2960355	2985181	SB_159	normal	default	0
+	chrX	58454140	62599642	chrX	58437936	62411342	3973406	4145502	SB_160	normal	default	0
+	chrX	62653350	63897042	chrX	62510221	63728623	1218402	1243692	SB_161	normal	default	0
+	chrX	63954264	66282576	chrX	63763903	66023688	2259785	2328312	SB_162	normal	default	0
-	chrX	66282164	66431246	chrX	66023305	66197528	174223	149082	SB_163	inversion	default	0
-	chrX	66483310	66548868	chrX	66245957	66306230	60273	65558	SB_164	inversion	default	0
+	chrX	66589280	71518047	chrX	66306236	71154933	4848697	4928767	SB_165	normal	default	0
+	chrX	71569298	72615315	chrX	71155439	72178859	1023420	1046017	SB_166	normal	default	0
+	chrX	72691206	72767860	chrX	72243283	72324195	80912	76654	SB_167	normal	default	0
+	chrX	72818841	74802190	chrX	72334402	74273790	1939388	1983349	SB_168	normal	default	0
+	chrX	74918996	75598485	chrX	74274349	74878595	604246	679489	SB_169	normal	default	0
+	chrX	75668415	75736176	chrX	74878595	74945254	66659	67761	SB_170	normal	default	0
+	chrX	75830807	75885308	chrX	74994799	75047980	53181	54501	SB_171	normal	default	0
-	chrX	75882985	76053156	chrX	75047393	75224511	177118	170171	SB_172	inversion	default	0
-	chrX	76126720	76287470	chrX	75368918	75504108	135190	160750	SB_173	inversion	default	0
+	chrX	76336319	76885428	chrX	75504866	76033868	529002	549109	SB_174	normal	default	0
+	chrX	76938144	77876149	chrX	76066720	77017146	950426	938005	SB_175	normal	default	0
+	chrX	78027579	79412552	chrX	77146768	78535284	1388516	1384973	SB_176	normal	default	0
+	chrX	79491434	80103403	chrX	78636999	79253986	616987	611969	SB_177	normal	default	0
+	chrX	80175968	80321490	chrX	79258425	79413997	155572	145522	SB_178	normal	default	0
-	chrX	80328541	80403763	chrX	79443012	79508008	64996	75222	SB_179	inversion	default	0
+	chrX	80375724	83584638	chrX	79523429	82611901	3088472	3208914	SB_180	normal	default	0
+	chrX	83671483	84682796	chrX	82611901	83624885	1012984	1011313	SB_181	normal	default	0
+	chrX	84839466	102676044	chrX	83624885	101425103	17800218	17836578	SB_182	normal	default	0
+	chrX	102676044	124590380	chrX	101506060	123489032	21982972	21914336	SB_183	normal	default	0
